observation_id,year,month,latitude,longitude,water_table_depth_ft,long_term_average_depth_ft,rock_type_code
299132,2022,5,42.3555611,-88.5523667,32.31,5.77880759817206,1
300982,2022,2,37.2031111111111,-89.2681111111111,11.75,10.9023904090053,2
301075,2022,1,38.51438889,-89.4411944,3.49064516129032,0.0473028269589409,3
301479,2022,1,39.6304722222222,-90.5588166666667,6.657,2.08894724925613,1
302291,2022,1,42.1822222222222,-88.6355555555556,9.07548387096774,6.00090138841878,1
303408,2022,3,38.3847222,-85.6380556,33.535,39.0686451261738,1
303424,2022,12,38.5675,-85.5905556,48.15,45.782036738261,1
303449,2022,4,38.66277778,-86.7991667,22.93,1.43505163767566,2
303497,2022,6,38.92841667,-86.01563889,6.89,1.81921159152213,1
303540,2022,8,38.93366619,-85.6158002,39.05,19.8674483864064,3
303756,2022,2,39.27421786,-85.8955466,16.62,3.85696924538037,1
303890,2022,1,39.6045333,-86.22921389,13.83,2.39961534086405,1
305419,2022,4,40.0000363,-86.0422076,21.76,11.9583046837096,1
305456,2022,3,40.021625,-86.0471222,88.28,28.9116976268815,1
305733,2022,1,40.1113333,-85.6937778,16.1,9.4735254909806,1
338434,2022,1,37.99330556,-102.0441389,44.18,16.407295499795,2
353989,2022,2,38.70725,-99.3438333,15.54,6.39432528859477,2
355982,2022,1,39.28550278,-95.74975,9.29,29.2766032075713,2
357349,2022,1,38.952774,-100.791719,34.87,62.9849134486433,3
357360,2022,1,37.761496,-100.966772,320.74,36.8955223514148,2
357409,2022,1,37.702797,-99.955603,102.81,23.1171405572914,2
357708,2022,2,37.77311,-100.95103,304.627857142857,30.6985885606144,2
358110,2022,10,38.03001,-100.199028,72.49,48.7016380729929,3
358414,2022,12,39.835627,-100.7227,156.57,175.382133810542,3
358463,2022,4,37.850646,-99.063982,17.19,3.00132247080655,2
358525,2022,3,39.951594,-100.613978,18.98,0.177714326187957,2
358802,2022,2,39.676831,-101.773023,165.78,199.241763640551,3
358906,2022,2,37.987444,-99.113763,36.4721428571429,5.31610151157782,2
359025,2022,1,37.50285,-97.92667,12.77,50.0343103243195,2
359534,2022,4,38.52561,-100.61293,82.827,31.0853648220188,3
360325,2022,1,39.145417,-96.637213,23.8222580645161,10.1049060737335,2
372387,2022,3,37.963251,-97.628907,10.35,2.23956787394722,2
390313,2022,1,37.61799167,-86.5031167,91.92,15.4071436387811,1
390796,2022,1,37.97590526,-85.9655194,36.89,1.85550393676947,2
390897,2022,12,37.98229448,-85.9716306,43.86,9.31429191688507,2
395525,2022,3,30.3186111,-90.9897222,17.54,4.75565045621545,3
395825,2022,4,30.47416667,-91.5033333,9.33,1.56789627213392,3
395860,2022,1,30.47694444,-93.3269444,52.68,11.8730199799072,3
398452,2022,2,30.86055556,-92.4427778,51.83,16.5932932803044,3
420772,2022,1,42.0156564362704,-70.9653205243108,8.8,29.6464993083956,2
432166,2022,4,38.72616667,-76.6634167,83.46,71.5311557124916,2
432750,2022,10,39.03727778,-76.5725556,57.75,25.559853107025,2
432947,2022,3,39.1158333,-76.77388889,56.55,18.8069957107899,2
433679,2022,10,39.23694444,-79.4486111,239.53,13.0526013772975,3
433833,2022,3,39.2389955,-79.4467175,70.45,17.4651590497619,3
434740,2022,1,39.34641667,-76.85613889,18.03,67.5595652488289,7
